年度	省份	学校	录取批次	文/理（选科要求）	专业	录取最低分	省内排名	本一线
2022	广东	重庆师范大学	本科批	首选物理，再选化学/生物(2选1)	生物技术（大学城校区）	554	66270	437
2022	广东	重庆师范大学	本科批	首选物理，再选不限	新闻传播学类（050301.新闻学+050306.网络与新媒体）（大学城校区）	554	66270	437
2022	广东	重庆师范大学	本科批	首选物理，再选不限	计算机类（080901.计算机科学与技术+080902.软件工程+080907.智能科学与技术）（大学城校区）	553	67515	437
2022	广东	重庆师范大学	本科批	首选物理，再选不限	外国语言文学类（050207.日语+050261.翻译）（大学城校区）	553	67515	437
2022	广东	重庆师范大学	本科批	首选物理，再选不限	旅游管理类（120901.旅游管理+120902.酒店管理）（大学城校区）	553	67515	437
2022	广东	重庆师范大学	本科批	首选物理，再选不限	经济学（大学城校区）	553	67515	437
2022	广东	重庆师范大学	本科批	首选物理，再选不限	工商管理类（120201.工商管理+120202.市场营销+120204.财务管理+120206.人力资源管理）（大学城校区）	552	68741	437
2022	广东	重庆师范大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	重庆师范大学	本科批	首选物理，再选化学	材料类（080403.材料化学+080407.高分子材料与工程）（大学城校区）	547	75021	437
2022	广东	西南政法大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（培养“法学-金融学”双学士学位复合型人才）（渝北校区）	631	6460	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（培养“法学-英语”双学士学位复合型人才）（渝北校区）	630	6803	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（培养“法学-审计学”双学士学位复合型人才）（渝北校区）	629	7118	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（培养“法学-刑事科学技术”双学士学位复合型人才）（渝北校区）	625	8565	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（培养“法学-国际经济与贸易”双学士学位复合型人才）（渝北校区）	624	8949	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（培养“法学-工商管理”双学士学位复合型人才）（渝北校区）	619	11055	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（中外合作办学）（与英国考文垂大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（渝北校区）（中外合作办学）	616	12453	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（渝北校区）	612	14543	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	法学（培养“法学-法语”双学士学位复合型人才，第一至三学期在四川外国语大学就读，第四至八学期在我校就读）（渝北校区）	611	15055	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	知识产权（渝北校区）	608	16821	437
2022	广东	西南政法大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	新闻传播学类（050301.新闻学+050302.广播电视学+050304.传播学+050306.网络与新媒体）（渝北校区）	606	18092	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	金融学（渝北校区）	605	18724	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	行政管理（渝北校区）	604	19372	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	英语（渝北校区）（英语）	602	20686	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	工商管理类（120201.工商管理+120202.市场营销+120203.会计学+120207.审计学+120211.劳动关系+120802.电子商务及法律）（渝北校区）	602	20686	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	金融工程（渝北校区）	601	21338	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	数字经济（渝北校区）	601	21338	437
2022	广东	西南政法大学	本科批	首选物理，再选不限	经济统计学（渝北校区）	601	21338	437
2022	广东	南京体育学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东		本科批	首选物理，再选化学	康复治疗学（灵谷寺校区）	504	137064	437
2022	广东	景德镇陶瓷大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	景德镇陶瓷大学	本科批	首选物理，再选化学	无机非金属材料工程（湘湖校区）	525	105249	437
2022	广东	景德镇陶瓷大学	本科批	首选物理，再选不限	自动化（湘湖校区）	523	108187	437
2022	广东	景德镇陶瓷大学	本科批	首选物理，再选不限	机械设计制造及其自动化（湘湖校区）	519	114059	437
2022	广东	景德镇陶瓷大学	本科批	首选物理，再选不限	工商管理（湘湖校区）	518	115531	437
2022	广东	景德镇陶瓷大学	本科批	首选物理，再选不限	智能制造工程（湘湖校区）	518	115531	437
2022	广东		本科批	首选物理，再选化学/生物(2选1)	环境工程（湘湖校区）	514	121608	437
2022	广东	重庆邮电大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	计算机类（080901.计算机科学与技术+080903.网络工程+080907.智能科学与技术+080908.空间信息与数字技术+080910.数据科学与大数据技术+080717.人工智能）	593	27246	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	数字媒体技术	592	28043	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	计算机类（080904.信息安全+080911.网络空间安全）	591	28817	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	电子信息类（080703.通信工程+080701.电子信息工程+080706.信息工程）	589	30449	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	软件工程（第三、四学年学费15000元/学年）	587	32105	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	信息安全（培养“信息安全-法学”双学士学位复合型人才）	586	32992	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	电子信息类（080705.光电信息科学与工程+080702.电子科学与技术+080712.电磁场与无线技术+080704.微电子科学与工程+080710.集成电路设计与集成系统）	583	35597	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	自动化类（080801.自动化+080601.电气工程及其自动化+080602.智能电网信息工程+080905.物联网工程+080301.测控技术与仪器+080803.机器人工程+080807.工业智能）（物联网工程专业第三、四学年在渝北区仙桃数据谷就读）	582	36460	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	经济学类（020101.经济学+020302.金融工程）	581	37386	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	工商管理类（120202.市场营销+120203.会计学+120201.工商管理）	581	37386	437
2022	广东	重庆邮电大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	机械类（080213.智能制造工程+080202.机械设计制造及其自动化+080204.机械电子工程+080803.机器人工程）	581	37386	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	信息管理与信息系统	580	38301	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	工程管理	580	38301	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	数学类（070101.数学与应用数学+070102.信息与计算科学+070104.数据计算及应用）	580	38301	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	生物医学工程	580	38301	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	外国语言文学类（050201.英语+050261.翻译）（英语）	576	42116	437
2022	广东	重庆邮电大学	本科批	首选物理，再选不限	通信工程（中外合作办学）（与英国伦敦布鲁内尔大学中外合作办学项目，具体培养模式和学习费用请查看学校网站；请非英语语种考生慎重报考）（中外合作办学）	573	45066	437
2022	广东	江西中医药大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学/生物(2选1)	针灸推拿学	563	55818	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学/生物(2选1)	中医骨伤科学	563	55818	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学/生物(2选1)	中西医临床医学	563	55818	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学/生物(2选1)	中医养生学	563	55818	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学/生物(2选1)	中医学	563	55818	437
2022	广东	江西中医药大学	本科批	首选物理，再选不限	应用心理学	556	63828	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学	医学影像技术	538	86831	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学	康复治疗学	538	86831	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学	中药制药	537	88274	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学	药物制剂	537	88274	437
2022	广东	江西中医药大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学	中药学	537	88274	437
2022	广东	江西中医药大学	本科批	首选物理，再选化学	药学	537	88274	437
2022	广东	江西中医药大学	本科批	首选物理，再选不限	计算机科学与技术	521	111165	437
2022	广东	江西中医药大学	本科批	首选物理，再选不限	公共事业管理	521	111165	437
2022	广东	上饶师范学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	上饶师范学院	本科批	首选物理，再选不限	数学与应用数学	508	130750	437
2022	广东	上饶师范学院	本科批	首选物理，再选不限	心理学	506	133903	437
2022	广东	上饶师范学院	本科批	首选物理，再选不限	电子信息科学与技术	504	137064	437
2022	广东	上饶师范学院	本科批	首选物理，再选不限	物理学	504	137064	437
2022	广东	上饶师范学院	本科批	首选物理，再选不限	数据科学与大数据技术	502	140151	437
2022	广东	上饶师范学院	本科批	首选物理，再选化学	化学	501	141718	437
2022	广东	上饶师范学院	本科批	首选物理，再选不限	环境科学	501	141718	437
2022	广东	上饶师范学院	本科批	首选物理，再选不限	会计学	501	141718	437
2022	广东		本科批	首选物理，再选化学	应用化学	500	143271	437
2022	广东	重庆理工大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	计算机类（080901.计算机科学与技术+080905.物联网工程）（第一学年两江校区，第二至四学年花溪校区）	565	53575	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	人工智能（两江校区）	561	58058	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	数据科学与大数据技术（两江校区）	561	58058	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	软件工程（两江校区）	561	58058	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	车辆工程（第一学年两江校区，第二至四学年花溪校区）	559	60356	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	知识产权（第一学年两江校区，第二至四学年花溪校区）	558	61483	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	智能车辆工程（实行学分制收费）（第一学年两江校区，第二至四学年花溪校区）	557	62657	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	智能科学与技术（两江校区）	556	63828	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	电子信息类（080701.电子信息工程+080703.通信工程+080705.光电信息科学与工程）（第一学年两江校区，第二至四学年花溪校区）	556	63828	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	信息与计算科学（第一学年两江校区，第二至四学年花溪校区）	555	65002	437
2022	广东	重庆理工大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	机器人工程（第一学年两江校区，第二至四学年花溪校区）	555	65002	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	材料成型及控制工程（第一学年两江校区，第二至四学年花溪校区）	555	65002	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	电气工程及其自动化（第一学年两江校区，第二至四学年花溪校区）	554	66270	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	智能制造工程（实行学分制收费）（第一学年两江校区，第二至四学年花溪校区）	553	67515	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	机械类（080202.机械设计制造及其自动化+080204.机械电子工程）（第一学年两江校区，第二至四学年花溪校区）	553	67515	437
2022	广东	重庆理工大学	本科批	首选物理，再选不限	测控技术与仪器（第一学年两江校区，第二至四学年花溪校区）	553	67515	437
2022	广东	重庆理工大学	本科批	首选物理，再选化学	药学类（100701.药学+081302.制药工程）（第一学年两江校区，第二至四学年花溪校区）	545	77645	437
2022	广东	重庆理工大学	本科批	首选物理，再选化学	化工与制药类（081301.化学工程与工艺+070302.应用化学+080206.过程装备与控制工程）（第一学年两江校区，第二至四学年花溪校区）	545	77645	437
2022	广东		录取批次		专业名称	最低分	最低位次	437
2022	广东		-		-	-		437
2022	广东	赣南师范大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	赣南师范大学	本科批	首选物理，再选化学/生物(2选1)	生物科学（黄金校区）	554	66270	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	数学与应用数学（黄金校区）	554	66270	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	人力资源管理（黄金校区）	552	68741	437
2022	广东	赣南师范大学	本科批	首选物理，再选化学/地理(2选1)	地理科学（黄金校区）	549	72445	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	应用心理学（黄金校区）	549	72445	437
2022	广东	赣南师范大学	本科批	首选物理，再选化学	化学（黄金校区）	542	81467	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	物理学（黄金校区）	541	82775	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	计算机科学与技术（黄金校区）	540	84118	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	数据科学与大数据技术（黄金校区）	540	84118	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	社会工作（黄金校区）	540	84118	437
2022	广东	赣南师范大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	教育技术学（黄金校区）	539	85470	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	小学教育（黄金校区）	536	89634	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	市场营销（黄金校区）	536	89634	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	金融学（黄金校区）	535	91030	437
2022	广东	赣南师范大学	本科批	首选物理，再选不限	电子信息工程（黄金校区）	533	93825	437
2022	广东	江西科技师范大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	法学（红角洲校区）	561	58058	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	英语（红角洲校区）（英语）	556	63828	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	物理学（枫林校区）	540	84118	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	数据科学与大数据技术（红角洲校区）	537	88274	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	数学与应用数学（红角洲校区）	532	95201	437
2022	广东	江西科技师范大学	本科批	首选物理，再选化学	化学（枫林校区）	531	96731	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	计算机科学与技术（红角洲校区）	530	98156	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	国际经济与贸易（红角洲校区）	530	98156	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	电子信息工程（枫林校区）	529	99581	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	人工智能（枫林校区）	529	99581	437
2022	广东	江西科技师范大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	建筑学（枫林校区）	528	101010	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	物流管理（含职教师范）（红角洲校区）	528	101010	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	虚拟现实技术（泰豪校区）	527	102386	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	工程造价（含职教师范）（枫林校区）	526	103820	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	土木工程（含职教师范）（枫林校区）	525	105249	437
2022	广东	江西科技师范大学	本科批	首选物理，再选不限	机械设计制造及其自动化（含职教师范）（红角洲校区）	524	106704	437
2022	广东	江西科技师范大学	本科批	首选物理，再选化学/生物(2选1)	食品科学与工程（含职教师范）（枫林校区）	523	108187	437
2022	广东	江西科技师范大学	本科批	首选物理，再选化学	应用化学（含职教师范）（枫林校区）	520	112575	437
2022	广东	江西科技师范大学	本科批	首选物理，再选化学	材料化学（红角洲校区）	519	114059	437
2022	广东	江西科技师范大学	本科批	首选物理，再选化学/生物(2选1)	制药工程（含职教师范）（枫林校区）	518	115531	437
2022	广东	江西科技师范大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	江西科技师范大学	本科批	首选物理，再选化学/生物(2选1)	药物制剂（枫林校区）	516	118575	437
2022	广东	长江师范学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	长江师范学院	本科批	首选物理，再选不限	国际经济与贸易	517	117059	437
2022	广东		本科批	首选物理，再选不限	土木工程（中外合作办学）（与马来西亚理科大学中外合作办学项目，具体培养模式和学习费用请查看学校网站；请非英语语种的考生慎重报考）（中外合作办学）	491	157766	437
2022	广东	宜春学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	宜春学院	本科批	首选物理，再选化学/生物(2选1)	园艺	538	86831	437
2022	广东	宜春学院	本科批	首选物理，再选化学/生物(2选1)	临床医学	536	89634	437
2022	广东	宜春学院	本科批	首选物理，再选化学/生物(2选1)	麻醉学	536	89634	437
2022	广东	宜春学院	本科批	首选物理，再选化学/生物(2选1)	临床医学（培养美容医学人才）	533	93825	437
2022	广东	宜春学院	本科批	首选物理，再选化学/生物(2选1)	药学	532	95201	437
2022	广东	宜春学院	本科批	首选物理，再选化学/生物(2选1)	食品质量与安全	532	95201	437
2022	广东	宜春学院	本科批	首选物理，再选不限	计算机科学与技术（培养软件服务外包人才）	531	96731	437
2022	广东	宜春学院	本科批	首选物理，再选思想政治	法学	522	109732	437
2022	广东	宜春学院	本科批	首选物理，再选化学	应用化学	514	121608	437
2022	广东	宜春学院	本科批	首选物理，再选不限	软件工程（培养软件服务外包人才）	507	132322	437
2022	广东	宜春学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	宜春学院	本科批	首选物理，再选不限	工程管理	506	133903	437
2022	广东	宜春学院	本科批	首选物理，再选不限	知识产权	505	135500	437
2022	广东	宜春学院	本科批	首选物理，再选化学	环境科学	505	135500	437
2022	广东	宜春学院	本科批	首选物理，再选不限	护理学	505	135500	437
2022	广东	宜春学院	本科批	首选物理，再选不限	材料物理	504	137064	437
2022	广东	四川外国语大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	翻译（英语）	571	47104	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	英语（英语）	568	50326	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	财务管理	565	53575	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	商务英语（英语）	565	53575	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	中国语言文学类（050103.汉语国际教育+050101.汉语言文学）	565	53575	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	国际经济与贸易	562	56910	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	法学	562	56910	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	审计学	562	56910	437
2022	广东	四川外国语大学	本科批	首选物理，再选不限	商务英语（中外合作办学）（与澳大利亚纽卡斯尔大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（英语）（中外合作办学）	558	61483	437
2022	广东		本科批	首选物理，再选不限	物流管理（中外合作办学）（与法国斯特拉斯堡大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（中外合作办学）	544	78931	437
2022	广东	九江学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	九江学院	本科批	首选物理，再选化学/生物(2选1)	临床医学	546	76351	437
2022	广东	九江学院	本科批	首选物理，再选不限	微电子科学与工程	504	137064	437
2022	广东	九江学院	本科批	首选物理，再选不限	工商管理	503	138594	437
2022	广东		本科批	首选物理，再选不限	工程造价	503	138594	437
2022	广东	赣南医科大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	赣南医科大学	本科批	首选物理，再选生物	临床医学	554	66270	437
2022	广东	赣南医科大学	本科批	首选物理，再选生物	口腔医学	554	66270	437
2022	广东	赣南医科大学	本科批	首选物理，再选生物	预防医学	552	68741	437
2022	广东	赣南医科大学	本科批	首选物理，再选生物	精神医学	552	68741	437
2022	广东	赣南医科大学	本科批	首选物理，再选生物	麻醉学	552	68741	437
2022	广东	赣南医科大学	本科批	首选物理，再选生物	儿科学	552	68741	437
2022	广东	赣南医科大学	本科批	首选物理，再选化学	医学影像技术	527	102386	437
2022	广东	赣南医科大学	本科批	首选物理，再选化学	康复治疗学	521	111165	437
2022	广东	赣南医科大学	本科批	首选物理，再选化学	药学	520	112575	437
2022	广东	赣南医科大学	本科批	首选物理，再选化学/生物(2选1)	制药工程	513	123085	437
2022	广东	赣南医科大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	赣南医科大学	本科批	首选物理，再选化学/生物(2选1)	生物信息学	512	124505	437
2022	广东	赣南医科大学	本科批	首选物理，再选不限	生物医学工程	507	132322	437
2022	广东	赣南医科大学	本科批	首选物理，再选不限	物联网工程	505	135500	437
2022	广东	赣南医科大学	本科批	首选物理，再选不限	假肢矫形工程	500	143271	437
2022	广东	赣南医科大学	本科批	首选物理，再选不限	护理学	498	146432	437
2022	广东	四川美术学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	四川美术学院	本科批	首选物理，再选不限	工业设计（虎溪校区）	558	61483	437
2022	广东	四川美术学院	本科批	首选物理，再选不限	建筑学（虎溪校区）	551	69968	437
2022	广东		本科批	首选物理，再选不限	艺术教育（虎溪校区）	551	69968	437
2022	广东	井冈山大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	井冈山大学	本科批	首选物理，再选化学/生物(2选1)	口腔医学	552	68741	437
2022	广东	井冈山大学	本科批	首选物理，再选化学/生物(2选1)	临床医学	549	72445	437
2022	广东	井冈山大学	本科批	首选物理，再选化学/生物(2选1)	预防医学	547	75021	437
2022	广东	井冈山大学	本科批	首选物理，再选化学/生物(2选1)	药学	547	75021	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	中医学	541	82775	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	英语（师范）（英语）	536	89634	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	西班牙语（英语）	533	93825	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	计算机科学与技术	527	102386	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	电子信息科学与技术	526	103820	437
2022	广东	井冈山大学	本科批	首选物理，再选化学	康复治疗学	521	111165	437
2022	广东	井冈山大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	经济与金融	520	112575	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	建筑学	520	112575	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	会计学	519	114059	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	电气工程及其自动化	519	114059	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	护理学	519	114059	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	土木工程	519	114059	437
2022	广东	井冈山大学	本科批	首选物理，再选不限	材料化学	518	115531	437
2022	广东		录取批次		专业名称	最低分	最低位次	437
2022	广东		-		-	-		437
2022	广东	石河子大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	预防医学	566	52473	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	临床医学	564	54709	437
2022	广东	石河子大学	本科批	首选物理，再选不限	电子信息工程	561	58058	437
2022	广东	石河子大学	本科批	首选物理，再选不限	工商管理类（120204.财务管理+120201.工商管理+120206.人力资源管理+120202.市场营销）	551	69968	437
2022	广东	石河子大学	本科批	首选物理，再选化学	机械设计制造及其自动化	550	71202	437
2022	广东	石河子大学	本科批	首选物理，再选不限	经济学类（020301.金融学+020101.经济学+020401.国际经济与贸易）	549	72445	437
2022	广东	石河子大学	本科批	首选物理，再选化学	化学工程与工艺	549	72445	437
2022	广东	石河子大学	本科批	首选物理，再选化学	土木工程	545	77645	437
2022	广东	石河子大学	本科批	首选物理，再选化学	给排水科学与工程	544	78931	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	药学	544	78931	437
2022	广东	石河子大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	石河子大学	本科批	首选物理，再选不限	英语（英语）	544	78931	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	临床药学	543	80183	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	葡萄与葡萄酒工程	541	82775	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	植物生产类（090101.农学+090102.园艺+090103.植物保护+090105.种子科学与工程+090106.设施农业科学与工程）	540	84118	437
2022	广东	石河子大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	石河子大学	本科批	首选物理，再选不限	英语（英语）	544	78931	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	临床药学	543	80183	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	葡萄与葡萄酒工程	541	82775	437
2022	广东	石河子大学	本科批	首选物理，再选化学/生物(2选1)	植物生产类（090101.农学+090102.园艺+090103.植物保护+090105.种子科学与工程+090106.设施农业科学与工程）	540	84118	437
2022	广东		录取批次		专业名称	最低分	最低位次	437
2022	广东		-		-	-		437
2022	广东	中国刑事警察学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	网络安全与执法（军检院校（含公安））（面向地方公安机关就业）（只招女生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	614	13481	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	公安视听技术（军检院校（含公安））（面向铁路公安机关就业）（只招女生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	612	14543	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	公安视听技术（军检院校（含公安））（面向地方公安机关就业）（只招女生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	612	14543	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	刑事科学技术（军检院校（含公安））（面向地方公安机关就业）（只招女生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	612	14543	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	网络安全与执法（军检院校（含公安））（面向地方公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	593	27246	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	公安视听技术（军检院校（含公安））（面向地方公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	592	28043	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	公安视听技术（军检院校（含公安））（面向铁路公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	590	29634	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选不限	刑事科学技术（军检院校（含公安））（面向地方公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	590	29634	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选思想政治	经济犯罪侦查（军检院校（含公安））（面向铁路公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	578	40155	437
