年度	省份	学校	录取批次	文/理（选科要求）	专业	录取最低分	省内排名	本一线
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	电子信息类（080702.电子科学与技术+080703.通信工程）（威海校区）	613	14015	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	自动化类（080801.自动化+080803.机器人工程）（威海校区）	612	14543	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	智能制造工程（威海校区）	611	15055	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	数学类（070101.数学与应用数学+070102.信息与计算科学+071201.统计学）（威海校区）	610	15634	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	经济学类（020301.金融学(证券、银行方向)+020301.金融学(保险方向)+020401.国际经济与贸易）（威海校区）	610	15634	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	物理学（威海校区）	609	16235	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	外国语言文学类（050201.英语(语言文学方向)+050201.英语(英德双语方向)+050201.英语(英法双语方向)+050201.英语(英西双语方向)+050201.英语(英俄双语方向)+050201.英语(英日双语方向)+050261.翻译+050209.朝鲜语(翻译方向)+050209.朝鲜语(经贸方向)）（威海校区）	609	16235	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	工商管理类（120203.会计学+120604.供应链管理+120201.工商管理(创新创业方向)+120201.工商管理(数字营销方向)+120201.工商管理(商务智能方向)+120201.工商管理(旅游与大数据方向)+120201.工商管理(组织与人力资本管理方向)）（威海校区）	609	16235	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	计算机科学与技术（中外合作办学）（部分课程英文授课，请非英语语种的考生慎重报考；与澳大利亚国立大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（威海校区）（中外合作办学）	608	16821	437
2022	广东	山东大学（威海）	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	山东大学（威海）	本科批	首选物理，再选化学	海洋科学（威海校区）	608	16821	437
2022	广东	山东大学（威海）	本科批	首选物理，再选化学	海洋资源开发技术（威海校区）	606	18092	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	数学与应用数学（中外合作办学）（部分课程英文授课，请非英语语种的考生慎重报考；与澳大利亚国立大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（威海校区）（中外合作办学）	605	18724	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	机械设计制造及其自动化（中外合作办学）（部分课程英文授课，请非英语语种的考生慎重报考；与澳大利亚皇家墨尔本理工大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（威海校区）（中外合作办学）	604	19372	437
2022	广东	山东大学（威海）	本科批	首选物理，再选不限	应用物理学（中外合作办学）（部分课程英文授课，请非英语语种的考生慎重报考；与澳大利亚国立大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（威海校区）（中外合作办学）	603	20040	437
2022	广东	山东大学（威海）	本科批	首选物理，再选化学/生物(2选1)	生物科学（中外合作办学）（部分课程英文授课，请非英语语种的考生慎重报考；与澳大利亚国立大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（威海校区）（中外合作办学）	602	20686	437
2022	广东	山东大学（威海）	本科批	首选物理，再选化学	应用化学（中外合作办学）（部分课程英文授课，请非英语语种的考生慎重报考；与澳大利亚国立大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（威海校区）（中外合作办学）	600	22072	437
2022	广东	香港中文大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	香港中文大学	本科提前批	首选物理，再选不限	本科入学奖学金类（获本科入学奖学金类的考生，可选择人文、理科、工科或商科类，共提供71个主修专业；考生高考文化课成绩总分须达到630分或以上，若符合本科入学奖学金类成绩考生超出名额，则顺序按高考实际分数（不含加分）择优录取；获本科入学奖学金类的考生可获颁发相等于攻读四年本科课程的一半学费（每学年学费72500港元）及10000港元生活津贴，四年共300000港元）（香港特别行政区）（英语）	662	872	437
2022	广东	香港中文大学	本科提前批	首选物理，再选不限	人文类（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线，并以高考实际分数（不含加分）由高至低顺序录取；包括文学院、教育学院、法律学院及社会科学，人类学、中国语言及文学、文化管理、文化研究、英文、艺术、历史、日本研究、语言学、音乐、哲学、宗教研究、神学、翻译、中国语文研究及中国语文教育、英国语文研究及英国语文教育、幼儿教育、学习设计与科技、数学及数学教育、健康与体育运动科学、法学、建筑学、经济学、地理与资源管理学、环球经济与金融、政治与行政学、新闻与传播学、心理学、社会工作学、社会学、城市研究共31个主修专）（香港特别行政区）（英语）	658	1223	437
2022	广东	香港中文大学	本科提前批	首选物理，再选不限	商科类（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线，并以高考实际分数（不含加分）由高至低顺序录取；包括商学院，环球经济与金融、酒店旅游及房地产、保险金融与精算学、工商管理学士综合课程、环球商业学、国际贸易及中国企业、工商管理学士及法律博士双学位课程、专业会计学、计量金融学、计量金融学及风险管理科学共12个主修专业）（香港特别行政区）（英语）	657	1319	437
2022	广东	香港中文大学	本科提前批	首选物理，再选不限	工科类（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线，并以高考实际分数（不含加分）由高至低顺序录取；包括工程学院，人工智能︰系统与科技、生物医学工程学、计算数据科学、计算机科学及工程学、电子工程学、能源与环境工程学、金融科技学、信息工程学、学习设计与科技、数学与信息工程学、机械与自动化工程学、系统工程与工程管理学共12个主修专业）（香港特别行政区）（英语）	651	2045	437
2022	广东		本科提前批	首选物理，再选不限	理科类（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线，并以高考实际分数（不含加分）由高至低顺序录取；包括医学院及理学院，生物医学、中医学、医学、护理学、药剂学、公共卫生、理学（包括生物化学、生物学、细胞及分子生物学、化学、地球与环境科学、食品及营养科学、数学、分子生物技术学、物理、统计学）、生物科技、创业与医疗管理、计算数据科学、数学精研、理论物理精研、学习设计与科技、数学与信息工程学、计量金融学及风险管理科学、风险管理科学共24个主修专业）（香港特别行政区）（英语）	648	2482	437
2022	广东	香港城市大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	香港城市大学	本科提前批	首选物理，再选不限	理学院（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线；含环球精研与科创课程、物理学、化学、计算数学专业）（英语）	629	7118	437
2022	广东	香港城市大学	本科提前批	首选物理，再选不限	人文社会科学院（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线；含犯罪学及社会学、心理学、社会工作、亚洲及国际研究、中文及历史、英语语言、语言学及语言应用、媒体与传播、数码电视与广播、公共政策与政治专业）（英语）	628	7467	437
2022	广东	香港城市大学	本科提前批	首选物理，再选不限	工学院（资讯科技及工程类）（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线；含电脑科学、电子计算机及数据工程学、电子及电机工程学、资讯工程学、微电子工程学专业）（英语）	625	8565	437
2022	广东	香港城市大学	本科提前批	首选物理，再选不限	商学院（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线；含计算金融及金融科技、环球商业、会计、商业经济、金融、资讯管理、环球商业系统管理、管理学、商业营运管理、商业分析、市场营销专业）（英语）	623	9363	437
2022	广东	香港城市大学	本科提前批	首选物理，再选不限	工学院（工程类）（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线；含建筑工程、测量学、土木工程、核子及风险工程、生物医学工程、航空航天工程、机械工程、材料科学及工程、智能制造工程学专业）（英语）	617	11972	437
2022	广东		本科提前批	首选物理，再选不限	创意媒体学院（考生高考文化课成绩总分须达到特殊类型招生录取控制分数线；包含创意媒体文学、创意媒体理学、新媒体文理学专业；所有考生的作品需于2022年5月16日至6月25日期间，经学院的网上系统递交；有关格式及使用网上系统的详情，请参阅admission.scm.cityu.edu.hk/nuee。考生亦可浏览www.scm.cityu.edu.hk/content/portfolio-submission，参阅有关递交作品集的一般资料及介绍短片。作品的类别可包括：摄影、绘画、素描、雕塑、作曲、演奏、电影、录像、多媒体制）（英语）	590	29634	437
